"County";"State";"VotesTrump";"VotesClinton";"PercTrump";"PercClinton";"PercWhite";"HIncome"
"Hanson";"South Dakota";1497;424;74.6;21.1;98.6;5.5815
"Haralson";"Georgia";9579;1474;84.6;13;92.8;3.9993
"Hardee";"Florida";5238;2147;69.1;28.3;72.2;3.7125
"Hardeman";"Tennessee";4912;4174;53.1;45.2;56.4;3.0973
"Hardeman";"Texas";1207;249;79.9;16.5;85.5;3.6377
"Hardin";"Illinois";1650;419;77.4;19.6;97.3;3.7071
"Hardin";"Iowa";5231;2774;62.1;32.9;95.8;4.9342
"Hardin";"Kentucky";26970;13944;62.5;32.3;80.5;4.8687
"Hardin";"Ohio";8541;2870;71.1;23.9;96.7;4.0415
"Hardin";"Tennessee";8012;1622;80.5;16.3;93.7;3.3622
"Hardin";"Texas";19600;2779;86.1;12.2;90.6;5.3013
"Harding";"New Mexico";311;156;59;29.6;86.9;3.4063
"Harding";"South Dakota";694;38;90.2;4.9;95.9;4.4353
"Hardy";"West Virginia";4544;1249;75.5;20.7;93.8;3.2723
"Harford";"Maryland";74261;43803;59.8;35.3;81.2;8.0622
"Harlan";"Kentucky";9129;1372;84.9;12.8;96.1;2.5906
"Harlan";"Nebraska";1302;219;82.3;13.8;98.4;4.592
"Harmon";"Oklahoma";714;224;73.2;23;73.2;2.6688
"Harnett";"North Carolina";27278;16452;60.7;36.6;68.3;4.4625
"Harney";"Oregon";2904;682;75.4;17.7;91.9;3.8113
"Harper";"Kansas";1950;388;77.6;15.4;94.6;3.8313
"Harper";"Oklahoma";1307;131;88;8.8;87.4;4.6117
"Harris";"Georgia";11931;4082;72.8;24.9;79.3;6.9223
"Harris";"Texas";544960;706471;41.8;54.2;56.6;5.3137
"Harrison";"Indiana";12993;4776;70.1;25.8;97.4;5.051
"Harrison";"Iowa";4892;2123;66.3;28.8;98.2;5.4583
"Harrison";"Kentucky";5435;2031;69.9;26.1;95.7;3.6048
"Harrison";"Mississippi";39710;20679;64;33.3;69.7;4.3124
"Harrison";"Missouri";2965;574;80.5;15.6;97.6;3.7739
"Harrison";"Ohio";5021;1663;72.2;23.9;95.9;3.9002
"Harrison";"Texas";18712;7130;71;27;68.6;4.5675
"Harrison";"West Virginia";18687;7675;67.1;27.5;96;4.3183
"Harrisonburg";"Virginia";6232;10100;35.2;57.1;78.4;3.8048
"Hart";"Georgia";7285;2583;72.3;25.6;77.4;3.5615
"Hart";"Kentucky";5320;1730;73.2;23.8;92.9;3.3408
"Hartford";"Connecticut";146004;229719;37.2;58.5;72.4;6.4967
"Hartley";"Texas";1727;172;88.8;8.8;87;6.575
"Harvey";"Kansas";8503;5006;58.5;34.4;91.4;5.0287
"Haskell";"Kansas";1011;228;77.8;17.5;85.5;5.2415
"Haskell";"Oklahoma";3697;882;78.1;18.6;74.9;3.5334
"Haskell";"Texas";1403;314;79.5;17.8;82.7;3.6857
"Hawaii";"Hawaii";17209;40484;27.1;63.6;33.7;5.125
"Hawkins";"Tennessee";16611;3502;80.3;16.9;96.5;3.7357
"Hayes";"Nebraska";471;30;92.4;5.9;97.1;4.9125
"Hays";"Texas";33730;33117;47.2;46.3;80.7;5.8651
"Haywood";"North Carolina";18844;10414;62.5;34.5;95.5;4.1557
"Haywood";"Tennessee";3010;3704;44.1;54.3;45.9;3.4542
"Heard";"Georgia";3370;743;80.1;17.7;86.9;3.9909
"Hemphill";"Texas";1460;181;86.5;10.7;86.9;5.6379
"Hempstead";"Arkansas";4391;2371;62.5;33.7;59.4;3.2056
"Henderson";"Illinois";2153;1151;61.9;33.1;98.2;4.9389
"Henderson";"Kentucky";12159;6707;61.7;34;89.1;4.194
"Henderson";"North Carolina";35535;19664;62.6;34.6;88.9;4.4815
"Henderson";"Tennessee";8118;1796;79.8;17.7;89.2;3.828
"Henderson";"Texas";23574;5649;79;18.9;85.8;4.09
"Hendricks";"Indiana";48326;22595;64.2;30;90.1;6.8297
"Hendry";"Florida";6192;4610;55.8;41.5;59.9;3.5425
"Hennepin";"Minnesota";191767;429274;28.5;63.8;74.4;6.4403
"Henrico";"Virginia";59674;93615;36.8;57.8;59.2;6.1048
"Henry";"Alabama";5623;2286;70.1;28.5;68.6;4.165
"Henry";"Georgia";45641;49902;46.6;50.9;55;6.0781
"Henry";"Illinois";13962;8835;57.6;36.5;94.8;5.294
"Henry";"Indiana";13895;5124;69.2;25.5;95.7;4.0679
"Henry";"Iowa";5764;2897;62.1;31.2;92.1;4.6376
"Henry";"Kentucky";4944;1828;69.2;25.6;93.7;4.6016
"Henry";"Missouri";7072;2356;71.8;23.9;96.4;3.9839
"Henry";"Ohio";9136;3690;66.8;27;95.2;4.9439
"Henry";"Tennessee";9483;3061;73.6;23.8;89.2;3.695
"Henry";"Virginia";15207;8199;63.3;34.1;72.9;3.4984
"Herkimer";"New York";15664;7289;64.6;30;96.6;4.5047
"Hernando";"Florida";59029;31818;62.9;33.9;89.5;4.1024
"Hertford";"North Carolina";3081;6886;30.5;68.2;35.6;3.3406
"Hettinger";"North Dakota";1032;168;81.8;13.3;96.2;4.7743
"Hickman";"Kentucky";1657;449;76.8;20.8;88.4;3.4029
"Hickman";"Tennessee";5685;1823;73.2;23.5;92.8;3.9581
"Hickory";"Missouri";3539;1016;75;21.5;97;2.9325
"Hidalgo";"New Mexico";906;780;48.6;41.9;85.3;3.408
"Hidalgo";"Texas";48608;118739;28.1;68.6;88;3.4146
"Highland";"Ohio";13005;3436;76.3;20.2;96.5;3.9091
"Highland";"Virginia";958;371;68.9;26.7;98.6;4.9625
"Highlands";"Florida";29509;14901;64.7;32.7;81;3.556
"Hill";"Montana";3446;2350;54.1;36.9;73.9;4.3726
"Hill";"Texas";10075;2535;78.1;19.6;83.5;4.0769
"Hillsborough";"Florida";265928;306422;44.7;51.5;71.3;4.9596
"Hillsborough";"New Hampshire";99788;99086;47.5;47.2;90.4;6.9829
"Hillsdale";"Michigan";14094;4799;70.9;24.1;97;4.1759
"Hinds";"Mississippi";24813;65727;26.9;71.2;28.4;3.7626
"Hinsdale";"Colorado";339;197;57.6;33.4;95.1;5.6667
"Hitchcock";"Nebraska";1216;158;84.4;11;97.6;3.9702
"Hocking";"Ohio";8282;3713;66.2;29.7;97.5;4.2089
"Hockley";"Texas";5793;1257;79.6;17.3;78.5;5.0565
"Hodgeman";"Kansas";845;124;84;12.3;94.3;5.2375
"Hoke";"North Carolina";7676;9608;43;53.8;45.3;4.5489
"Holmes";"Florida";7476;852;87.9;10;90.5;3.5511
"Holmes";"Mississippi";1151;5820;16.3;82.6;15.6;2.2325
"Holmes";"Ohio";8578;1766;79.3;16.3;98.7;4.5477
"Holt";"Missouri";1926;346;82;14.7;97.7;4.2979
"Holt";"Nebraska";4275;522;85.9;10.5;97.1;4.4427
"Honolulu";"Hawaii";84142;163621;31.7;61.6;20.8;7.2764
"Hood";"Texas";21367;4001;81.8;15.3;92.6;5.5754
"Hood River";"Oregon";3223;6359;31;61.2;83.1;5.6725
"Hooker";"Nebraska";355;40;85.7;9.7;98.9;3.9327
"Hopewell";"Virginia";3885;4722;43.3;52.7;55.4;3.7933
"Hopkins";"Kentucky";15277;4310;75.1;21.2;90.1;4.0891
"Hopkins";"Texas";10704;2508;79.4;18.6;81.5;4.3657
"Horry";"South Carolina";83819;36731;67.3;29.5;79.9;4.2431
"Hot Spring";"Arkansas";8153;3137;68.5;26.3;85.6;4.1193
"Hot Springs";"Wyoming";1939;400;76.5;15.8;95.8;4.2019
"Houghton";"Michigan";8475;6018;54.2;38.5;94.5;3.543
"Houston";"Alabama";30567;10547;72.7;25.1;70;4.0948
"Houston";"Georgia";35351;22460;59.4;37.7;63.3;5.4893
"Houston";"Minnesota";5616;4145;53.4;39.4;97.6;5.2545
"Houston";"Tennessee";2180;865;68.9;27.3;95.1;3.5271
"Houston";"Texas";6205;1978;74.7;23.8;67;3.3119
"Howard";"Arkansas";3155;1350;67.5;28.9;71.8;3.5879
"Howard";"Indiana";23675;11215;64.4;30.5;88.6;4.359
"Howard";"Iowa";2611;1674;57.9;37.1;98.1;4.6429
"Howard";"Maryland";44792;93808;30.6;64.1;62.2;10.9865
"Howard";"Missouri";3277;1279;67.6;26.4;91.8;4.2747
"Howard";"Nebraska";2284;544;77.2;18.4;97.6;4.9088
"Howard";"Texas";6635;1768;76.3;20.3;74.1;4.5612
"Howell";"Missouri";13888;2880;79.7;16.5;96.3;3.2533
"Hubbard";"Minnesota";7269;3432;63.6;30;94.5;4.5961
"Hudson";"New Jersey";44911;148009;22.6;74.5;54;5.8442
"Hudspeth";"Texas";503;324;57.7;37.2;78.8;2.2545
"Huerfano";"Colorado";1875;1631;49.7;43.2;82.8;3.3298
"Hughes";"Oklahoma";3387;961;74.9;21.2;68.1;3.4619
"Hughes";"South Dakota";5174;2449;63.3;30;85.7;5.9338
"Humboldt";"California";10883;19596;32.4;58.3;81.7;4.1426
"Humboldt";"Iowa";3564;1251;70.8;24.9;96;4.7897
"Humboldt";"Nevada";4521;1386;70.3;21.5;79;5.9472
"Humphreys";"Mississippi";924;2652;25.7;73.7;23.5;2.36
"Humphreys";"Tennessee";4928;1967;69;27.6;95.1;4.2846
"Hunt";"Texas";23866;6301;76.5;20.2;81.6;4.4858
"Hunterdon";"New Jersey";38565;28797;54.6;40.8;91.4;10.6143
"Huntingdon";"Pennsylvania";14369;4487;73.7;23;92.5;4.4183
"Huntington";"Indiana";11649;3506;72.9;21.9;97.1;4.6148
"Huron";"Michigan";10629;4579;67.1;28.9;97.5;4.0204
"Huron";"Ohio";15930;7080;65.5;29.1;94.9;4.9404
"Hutchinson";"South Dakota";2517;692;74.8;20.6;97.4;4.2451
"Hutchinson";"Texas";7039;854;86.6;10.5;85.5;4.4731
"Hyde";"North Carolina";1275;956;56.1;42.1;64;4.2279
"Hyde";"South Dakota";543;125;78.7;18.1;89.1;4.7813
"Iberia";"Louisiana";20903;10698;64.4;33;62.2;4.4262
"Iberville";"Louisiana";7320;8324;45.6;51.9;48.8;4.5368
"Ida";"Iowa";2655;792;74;22.1;98.1;4.3449
"Idaho";"Idaho";6441;1196;78.3;14.5;93.8;3.7349
"Imperial";"California";5607;14331;26.9;68.7;58.8;4.1807
"Independence";"Arkansas";9925;2878;73;21.2;91.9;3.5026
"Indian River";"Florida";48564;28997;60.8;36.3;84.3;4.4772
"Indiana";"Pennsylvania";24920;11468;66.1;30.4;94.9;4.3997
"Ingham";"Michigan";44354;81266;33.2;60.9;76.2;4.5321
"Inyo";"California";3328;2499;53.2;39.9;74.1;4.4796
"Ionia";"Michigan";16374;8206;62.1;31.1;91.6;4.7892
"Iosco";"Michigan";8344;4344;62.5;32.5;96.4;3.6236
"Iowa";"Iowa";5193;3070;59.1;34.9;97.8;5.8008
"Iowa";"Wisconsin";4809;6669;39.7;55;97.6;5.5659
"Iredell";"North Carolina";54164;24441;67.1;30.3;80.7;5.0329
"Irion";"Texas";660;90;86.8;11.8;91.6;5.0357
"Iron";"Michigan";3675;2004;62.2;33.9;97.1;3.4685
"Iron";"Missouri";3173;933;74.5;21.9;96.4;3.6387
"Iron";"Utah";2671;667;65.6;16.4;90.7;4.2369
"Iron";"Wisconsin";2090;1273;60.1;36.6;97.9;3.9051
"Iroquois";"Illinois";9728;2496;75.3;19.3;94.7;4.7079
"Irwin";"Georgia";2711;890;74.1;24.3;71.4;4.0771
"Isabella";"Michigan";12338;11404;48.7;45;89.2;3.6372
"Isanti";"Minnesota";13635;5656;65.3;27.1;96;5.7353
"Island";"Washington";16104;18728;42.8;49.8;86.1;5.8455
"Isle of Wight";"Virginia";11971;7673;58.4;37.5;71.8;6.3942
"Issaquena";"Mississippi";298;395;42.6;56.5;34.6;2.4767
"Itasca";"Minnesota";12920;9015;54.6;38.1;93.6;4.6912
"Itawamba";"Mississippi";8385;1100;87;11.4;92.4;3.6073
"Izard";"Arkansas";4042;1111;74.2;20.4;95.8;3.0661
"Jack";"Texas";2973;314;89;9.4;87.5;4.9038
"Jackson";"Alabama";16643;3663;80.1;17.6;90.8;3.7634
"Jackson";"Arkansas";3262;1583;63.3;30.7;79.8;3.0284
"Jackson";"Colorado";628;171;72.9;19.8;92.5;4.3606
"Jackson";"Florida";14231;6383;67.8;30.4;69.1;3.6809
"Jackson";"Georgia";21754;4469;80.4;16.5;86.8;5.3179
"Jackson";"Illinois";10889;11619;44.4;47.4;77.8;3.3479
"Jackson";"Indiana";12857;3843;73.3;21.9;94.5;4.6501
"Jackson";"Iowa";5821;3837;57;37.6;97.4;4.6467
"Jackson";"Kansas";3888;1489;67.9;26;87.2;5.4546
"Jackson";"Kentucky";4889;482;88.9;8.8;98.9;2.6156
"Jackson";"Louisiana";5169;2139;69.3;28.7;68.1;3.7388
"Jackson";"Michigan";39793;25795;57.2;37.1;87.7;4.6615
"Jackson";"Mississippi";31204;13087;68.6;28.8;72.1;5.1681
"Jackson";"Mississippi";31204;13087;68.6;28.8;72.1;4.8943
"Jackson";"Mississippi";31204;13087;68.6;28.8;72.1;5.1681
"Jackson";"Mississippi";31204;13087;68.6;28.8;72.1;4.8943
"Jackson";"Missouri";114777;163723;39;55.7;66.9;4.7015
"Jackson";"North Carolina";9706;7564;53.9;42;83.2;3.6951
"Jackson";"Ohio";9618;3142;72.6;23.7;97.1;3.6356
"Jackson";"Oklahoma";5969;1473;76.5;18.9;72.8;4.2824
"Jackson";"Oregon";53083;43550;51.1;42;88.7;4.4005
"Jackson";"South Dakota";722;323;65.9;29.5;42.7;4.6224
"Jackson";"Tennessee";3229;1129;72.6;25.4;97.8;3.3386
"Jackson";"Texas";4266;904;80.9;17.1;81.3;4.9528
"Jackson";"West Virginia";8959;2648;74;21.9;98.2;4.0376
"Jackson";"Wisconsin";4907;3821;53.3;41.5;89.3;4.4149
"Jasper";"Georgia";4353;1544;72.4;25.7;73.9;4.2192
"Jasper";"Illinois";3973;924;77.8;18.1;98.6;5.2233
"Jasper";"Indiana";9382;3329;70.4;25;95.8;5.75
"Jasper";"Iowa";10556;7108;56.2;37.9;96.7;5.0513
"Jasper";"Mississippi";4032;4367;47.6;51.6;46.3;3.117
"Jasper";"Missouri";35058;10565;72.8;21.9;88.2;4.0399
"Jasper";"South Carolina";6100;7789;42.9;54.8;43;3.6413
"Jasper";"Texas";10578;2582;79.2;19.3;77.7;4.0417
"Jay";"Indiana";5697;1889;71.6;23.7;97;4.0235
"Jeff Davis";"Georgia";4102;901;80.6;17.7;76.1;3.6296
"Jeff Davis";"Texas";694;422;59.1;35.9;90.2;4.9056
"Jefferson";"Alabama";130614;151581;45;52.2;53;4.5429
"Jefferson";"Arkansas";9231;15721;35.7;60.9;42;3.714
"Jefferson";"Colorado";130233;151885;42.1;49.1;88.4;6.8984
"Jefferson";"Florida";3930;3537;51.4;46.3;60.4;4.417
"Jefferson";"Georgia";3057;3809;44.1;54.9;42.6;2.6968
"Jefferson";"Idaho";8436;976;73.5;8.5;91.2;5.2023
"Jefferson";"Illinois";11681;4408;69.5;26.2;88.4;4.2981
"Jefferson";"Indiana";8538;4325;63.4;32.1;95.2;4.3795
"Jefferson";"Iowa";3738;3702;46.7;46.3;87.6;4.8814
"Jefferson";"Kansas";5112;2483;62.7;30.5;96.3;5.6875
"Jefferson";"Kentucky";143758;190824;40.7;54.1;72.7;4.6959
"Jefferson";"Louisiana";100292;73540;55.3;40.5;62.9;4.8261
"Jefferson";"Mississippi";489;3337;12.7;86.5;13.7;2.6028
"Jefferson";"Missouri";68973;31546;65.1;29.8;96.5;5.4845
"Jefferson";"Montana";4099;1975;62.5;30.1;95.5;6.0863
"Jefferson";"Nebraska";2387;831;69.6;24.2;97;4.4843
"Jefferson";"New York";19947;12289;58.2;35.9;88.7;4.6484
"Jefferson";"Ohio";20668;9483;65.9;30.3;91.9;4.0577
"Jefferson";"Oklahoma";1905;365;81.2;15.6;84.4;3.4701
"Jefferson";"Oregon";5337;2892;60.1;32.6;69;4.3373
"Jefferson";"Pennsylvania";14533;3437;78.3;18.5;98.3;4.1262
"Jefferson";"Tennessee";14760;3490;77.7;18.4;94.5;3.9745
"Jefferson";"Texas";42828;42404;49;48.5;52.2;4.2568
"Jefferson";"Washington";5518;11472;30.1;62.6;91;4.632
"Jefferson";"West Virginia";13144;9458;54.8;39.4;87.6;6.5304
"Jefferson";"Wisconsin";23409;16559;55.3;39.1;94;5.3454
"Jefferson Davis";"Louisiana";10775;3080;75.5;21.6;79.5;4.1622
"Jefferson Davis";"Mississippi";2462;3703;39.6;59.6;38.7;2.7186
"Jenkins";"Georgia";1892;1108;62.4;36.5;54.9;2.6104
"Jennings";"Indiana";8222;2364;74;21.3;96.8;4.4128
"Jerauld";"South Dakota";648;264;67;27.3;97;4.6591
"Jerome";"Idaho";7347;2117;68.9;19.8;80;4.0126
"Jersey";"Illinois";7737;2673;70.9;24.5;97.6;5.3954
"Jessamine";"Kentucky";15474;6144;66.4;26.4;92.9;4.9024
"Jewell";"Kansas";1204;180;81.2;12.1;97.3;3.9884
"Jim Hogg";"Texas";430;1635;20.3;77.2;87.9;3.6121
"Jim Wells";"Texas";5411;6688;43.8;54.2;87.2;4.0585
"Jo Daviess";"Illinois";6113;4452;54.7;39.8;97.2;5.0817
"Johnson";"Arkansas";6072;2421;66.8;26.6;87.2;3.1003
"Johnson";"Georgia";2519;1136;68.4;30.9;63.1;3.6722
"Johnson";"Illinois";4644;1135;77.2;18.9;89;4.076
"Johnson";"Indiana";45456;17318;68.6;26.1;93.9;6.1231
"Johnson";"Iowa";20993;49942;27.8;66;85.6;5.3424
"Johnson";"Kansas";133907;126324;47.9;45.2;86;7.4717
"Johnson";"Kentucky";8043;1250;84;13.1;98.4;3.409
"Johnson";"Missouri";13702;5924;65;28.1;90;4.7223
"Johnson";"Nebraska";1348;560;65.7;27.3;87.1;4.2364
"Johnson";"Tennessee";5400;988;82.4;15.1;96.2;2.9609
"Johnson";"Texas";44370;10976;77.5;19.2;87.2;5.7535
"Johnson";"Wyoming";3477;638;79.9;14.7;96.5;5.7004
"Johnston";"North Carolina";54082;28153;64;33.3;74.2;4.9711
"Johnston";"Oklahoma";3081;782;77;19.5;73.1;3.6192
"Jones";"Georgia";8304;3960;66.3;31.6;73.2;5.1497
"Jones";"Iowa";5718;3779;57.1;37.7;96.4;5.5041
"Jones";"Mississippi";20076;7748;71.1;27.4;67.2;3.8074
"Jones";"North Carolina";2941;2041;58.4;40.5;63;3.6213
"Jones";"South Dakota";450;69;80.6;12.4;95.6;4.4808
"Jones";"Texas";4815;935;81.2;15.8;71.2;4.1297
"Josephine";"Oregon";26582;13223;62.4;31;92.4;3.7733
"Juab";"Utah";2750;434;67.8;10.7;95.9;5.5247
"Judith Basin";"Montana";867;232;72.7;19.5;98.3;4.1932
"Juneau";"Wisconsin";7188;4100;61.2;34.9;94;4.5297
"Juniata";"Pennsylvania";8234;1810;79.2;17.4;96.8;4.6163
"Kalamazoo";"Michigan";51031;67142;40.5;53.3;81.7;4.5775
"Kalkaska";"Michigan";6213;2279;69.7;25.5;96.8;4.014
"Kanabec";"Minnesota";5230;2327;64.4;28.6;97;4.7068
"Kanawha";"West Virginia";43464;27985;58;37.3;89.1;4.6085
"Kandiyohi";"Minnesota";12785;7266;59.1;33.6;92.8;5.0149
"Kane";"Illinois";82087;99389;42.4;51.4;74.6;6.953
"Kane";"Utah";2083;717;64;22;95.7;4.854
"Kankakee";"Illinois";25081;18908;53.9;40.6;77.6;5.0102
"Karnes";"Texas";2959;1144;70.7;27.3;70.2;4.2862
"Kauai";"Hawaii";7574;16456;28.8;62.5;33;6.2052
"Kaufman";"Texas";29537;10265;72.1;25;79.1;6.1194
"Kay";"Oklahoma";12168;3734;72.5;22.2;80.2;4.1012
"Kearney";"Nebraska";2519;550;77.7;17;96.8;5.6466
"Kearny";"Kansas";1048;224;79.1;16.9;87.3;5.2264
"Keith";"Nebraska";3203;560;81.2;14.2;95.7;4.197
"Kemper";"Mississippi";1778;2827;38.3;60.9;35.3;2.9003
"Kendall";"Illinois";24152;23392;47.5;46;83.6;8.1765
"Kendall";"Texas";15663;3633;78.6;18.2;90.7;7.341
"Kenedy";"Texas";84;99;45.2;53.2;87.5;4.3438
"Kennebec";"Maine";31753;29296;48.1;44.4;96.2;4.6808
"Kenosha";"Wisconsin";36025;35770;47.5;47.2;83.8;5.493
"Kent";"Delaware";36989;33347;49.8;44.9;67.8;5.5149
"Kent";"Maryland";4598;4178;50.2;45.6;80.1;5.6259
"Kent";"Michigan";147959;138567;48.3;45.2;79.9;5.1667
"Kent";"Rhode Island";36147;34585;48.5;46.4;93.4;6.2279
"Kent";"Texas";360;59;83.1;13.6;93.2;4.6875
"Kenton";"Kentucky";42958;24213;59.7;33.7;91;5.427
"Keokuk";"Iowa";3385;1265;69.7;26;98.4;4.2167
"Kern";"California";95064;64980;56.3;38.5;59.5;4.8552
"Kerr";"Texas";17658;4665;76.5;20.2;87.7;4.3601
"Kershaw";"South Carolina";17464;10293;60.5;35.6;71.3;4.3765
"Kewaunee";"Wisconsin";6616;3623;61.6;33.7;97;5.3588
"Keweenaw";"Michigan";814;527;57;36.9;98.5;3.9038
"Keya Paha";"Nebraska";458;39;89.1;7.6;99.2;3.6923
"Kidder";"North Dakota";1106;179;81.4;13.2;96.3;5
"Kimball";"Nebraska";1317;227;80.5;13.9;94.2;4.218
"Kimble";"Texas";1697;206;87.2;10.6;91.5;4.3424
"King";"Texas";149;5;93.7;3.1;93.7;6.5
"King";"Washington";139008;480415;21.3;73.7;68.7;7.1811
"King and Queen";"Virginia";2059;1451;57;40.1;67.1;4.8372
"King George";"Virginia";7338;4002;61.3;33.4;76.7;8.1753
"King William";"Virginia";5963;2752;65.6;30.3;77.2;6.267
"Kingfisher";"Oklahoma";5151;783;84.1;12.8;84.5;5.4666
"Kingman";"Kansas";2507;594;76.4;18.1;96.9;4.7466
"Kings";"California";13158;9077;56;38.6;54.3;4.8133
"Kings";"New York";133653;595086;17.9;79.7;42.8;4.6085
"Kingsbury";"South Dakota";1680;703;65.9;27.6;98.1;5.1373
"Kinney";"Texas";936;457;65.7;32.1;88.6;3.3257
"Kiowa";"Colorado";726;91;85.1;10.7;96.3;4.0813
"Kiowa";"Kansas";855;111;83.6;10.9;95.6;4.465
"Kiowa";"Oklahoma";2593;766;74.3;22;80.2;3.6281
"Kit Carson";"Colorado";2894;526;80.1;14.6;88.5;4.4157
"Kitsap";"Washington";37038;49841;39.1;52.5;82.6;6.2413
"Kittitas";"Washington";7136;5224;54.5;39.9;89.3;4.2982
"Kittson";"Minnesota";1349;823;57.1;34.8;98.5;4.8875
"Klamath";"Oregon";20170;7080;69;24.2;85.9;3.9627
"Kleberg";"Texas";4364;4713;46;49.7;79.9;4.0566
"Klickitat";"Washington";3889;2906;54;40.3;87.7;4.1694
"Knott";"Kentucky";4357;1245;75.6;21.6;98.3;3.3889
"Knox";"Illinois";10658;9939;48.5;45.3;87.5;4.0667
"Knox";"Indiana";11077;3772;71.5;24.4;94.9;4.2119
"Knox";"Kentucky";9885;1761;82.3;14.7;97.1;2.4038
"Knox";"Maine";9148;12440;39.7;54;97.1;4.9755
"Knox";"Missouri";1413;379;75.7;20.3;98;3.4481
"Knox";"Nebraska";3181;715;78.3;17.6;89.1;4.223
"Knox";"Ohio";18563;7959;66.9;28.7;96.7;4.975
"Knox";"Tennessee";105724;62861;59;35.1;85.6;4.7694
"Knox";"Texas";1078;247;79.4;18.2;76.4;3.4295
"Koochiching";"Minnesota";3569;2306;56.5;36.5;94.6;4.1108
"Kootenai";"Idaho";44449;16264;67.1;24.5;94.5;4.9002
"Kosciusko";"Indiana";23909;6311;74.9;19.8;93.3;5.0859
"Kossuth";"Iowa";5637;2529;66.3;29.7;97.9;5.1812
"La Crosse";"Wisconsin";26384;32402;42;51.6;92.1;5.1339
"La Paz";"Arizona";3381;1318;68.6;26.7;69.8;3.5776
"La Plata";"Colorado";12471;15300;40.6;49.8;86.8;5.808
"La Salle";"Louisiana";5835;605;88.8;9.2;85.2;4.2528
"La Salle";"Texas";870;1125;42.5;54.9;89.7;2.6756
"Labette";"Kansas";5232;2234;66.1;28.2;88;4.0916
"Lac qui Parle";"Minnesota";2294;1301;59.8;33.9;97.6;4.8468
"Lackawanna";"Pennsylvania";48102;51593;46.8;50.2;92;4.6044
"Laclede";"Missouri";12834;2543;80.4;15.9;95.7;3.9013
"Lafayette";"Arkansas";1750;1028;61.5;36.1;60.7;2.9732
"Lafayette";"Florida";2795;515;82.8;15.3;77.4;3.9722
"Lafayette";"Louisiana";68191;32726;64.6;31;69.4;5.1462
"Lafayette";"Mississippi";10872;7968;55.4;40.6;71.8;4.3328
"Lafayette";"Missouri";10977;4047;69.4;25.6;94.1;5.0527
"Lafayette";"Wisconsin";3977;3288;52.3;43.3;96.8;4.9107
"Lafourche";"Louisiana";31958;8423;76.7;20.2;79.4;5.0572
"LaGrange";"Indiana";7025;2080;73.5;21.8;96.6;4.7617
"Lake";"California";5752;6240;44.1;47.8;80.5;3.6548
"Lake";"Colorado";1264;1600;39.8;50.4;80.7;4.461
"Lake";"Florida";101888;62597;60;36.8;82;4.5035
"Lake";"Illinois";108608;168186;37;57.3;75.1;7.7469
"Lake";"Indiana";75565;116896;37.7;58.4;64.4;4.9035
"Lake";"Michigan";3159;1939;59.3;36.4;87;2.9379
"Lake";"Minnesota";2932;3077;45.3;47.5;97.7;4.6939
"Lake";"Montana";7453;4703;57.6;36.3;69.4;3.8019
"Lake";"Ohio";62627;45056;55.5;39.9;92.5;5.6018
"Lake";"Oregon";3001;628;78.7;16.5;90.3;3.3611
"Lake";"South Dakota";4038;2314;59.5;34.1;96.2;4.8936
"Lake";"Tennessee";1357;577;68.9;29.3;70.1;2.7115
"Lake of the Woods";"Minnesota";1540;553;69.1;24.8;95.8;4.4069
"Lamar";"Alabama";5819;1035;84;14.9;86.7;3.6028
"Lamar";"Georgia";5183;2267;68.4;29.9;66;4.1016
"Lamar";"Mississippi";18493;5044;76.5;20.9;77.3;5.1154
"Lamar";"Texas";14546;3579;78.5;19.3;79.3;4.0104
"Lamb";"Texas";3040;770;77.8;19.7;74.4;3.6727
"Lamoille";"Vermont";3569;7181;30.8;62;96.7;5.2686
"LaMoure";"North Dakota";1475;500;69.7;23.6;98.5;5.3691
"Lampasas";"Texas";6371;1479;78.2;18.1;85.3;4.9277
"Lancaster";"Nebraska";60456;60533;46.6;46.6;87.1;5.1574
"Lancaster";"Pennsylvania";137145;90066;57.3;37.7;88.6;5.6483
"Lancaster";"South Carolina";23598;13718;60.9;35.4;71.5;4.2217
"Lancaster";"Virginia";3520;2862;53.3;43.4;70.1;4.9248
"Lander";"Nevada";1828;403;75.8;16.7;84;7.2742
"Lane";"Kansas";684;104;82.3;12.5;95.2;5.3021
"Lane";"Oregon";66218;100497;36.6;55.5;88.3;4.2931
"Langlade";"Wisconsin";6436;3260;63.8;32.3;96.4;4.2389
"Lanier";"Georgia";1984;805;69.3;28.1;70.6;3.9452
"Lapeer";"Michigan";30037;12734;66.6;28.2;95.5;5.2939
"LaPorte";"Indiana";22678;19795;50.4;44;84.1;4.7538
"Laramie";"Wyoming";24844;11572;62.2;29;88.5;5.5864
"Larimer";"Colorado";73080;82143;42.8;48.1;90.5;5.8626
"Larue";"Kentucky";4799;1278;75.4;20.1;93.9;3.9753
"Las Animas";"Colorado";3656;2614;54.6;39.1;83.6;4.2261
"LaSalle";"Illinois";26269;19277;54.2;39.8;93.2;5.264
"Lassen";"California";6155;1881;72.3;22.1;73.2;5.3107
"Latah";"Idaho";7255;8093;40;44.6;92.8;4.1735
"Latimer";"Oklahoma";3094;797;76.4;19.7;70.2;4.097
"Lauderdale";"Alabama";27735;9877;71.5;25.4;86.4;4.2844
