"County";"State";"VotesTrump";"VotesClinton";"PercTrump";"PercClinton";"PercWhite";"HIncome"
"Thurston";"Washington";38141;54112;38;53.9;82.4;6.2229
"Tift";"Georgia";8680;3892;67.8;30.4;61.4;3.4591
"Tillamook";"Oregon";6486;5701;48.9;43;91.5;4.3676
"Tillman";"Oklahoma";1944;657;71.8;24.3;73.5;3.6354
"Tioga";"New York";12528;6852;60.9;33.3;96.9;5.5726
"Tioga";"Pennsylvania";12928;3642;74.6;21;97.3;4.4187
"Tippah";"Mississippi";7182;1808;78.6;19.8;80;3.4636
"Tippecanoe";"Indiana";30711;27207;49.6;43.9;84;4.4246
"Tipton";"Indiana";5589;1587;74.4;21.1;97.6;5.2686
"Tipton";"Tennessee";16893;5779;72.3;24.7;77.8;5.2423
"Tishomingo";"Mississippi";7117;990;85.6;11.9;94.5;3.2592
"Titus";"Texas";6405;2538;69.8;27.7;67.6;4.2939
"Todd";"Kentucky";3612;1042;75.7;21.8;89;4.1541
"Todd";"Minnesota";8485;2783;71;23.3;95.3;4.5
"Todd";"South Dakota";487;1505;22.9;70.8;9.6;3.1934
"Tolland";"Connecticut";33983;38767;43.9;50.1;89.8;8.0529
"Tom Green";"Texas";27376;9117;71.8;23.9;81.7;4.4545
"Tompkins";"New York";9647;25555;25.6;67.7;82.6;5.1393
"Tooele";"Utah";9693;4015;51.3;21.2;90.7;6.1412
"Toole";"Montana";1495;399;73.9;19.7;92;4.6972
"Toombs";"Georgia";6612;2338;72.6;25.7;65.1;3.1189
"Torrance";"New Mexico";3695;1770;58.8;28.2;76.1;3.1161
"Towner";"North Dakota";733;305;64.5;26.8;96.7;5.5521
"Towns";"Georgia";5377;1206;79.9;17.9;97.7;3.657
"Traill";"North Dakota";2263;1239;58.6;32.1;96.2;4.8767
"Transylvania";"North Carolina";10441;6520;59.9;37.4;92.4;4.1781
"Traverse";"Minnesota";1050;631;58.6;35.2;94.2;4.5714
"Travis";"Texas";126750;306475;27.4;66.3;69.3;5.8025
"Treasure";"Montana";350;59;79.2;13.3;93.9;3.7105
"Trego";"Kansas";1211;193;83;13.2;97.3;4.5714
"Trempealeau";"Wisconsin";7370;5645;54.3;41.6;94.5;4.9143
"Treutlen";"Georgia";1808;860;67;31.9;65.2;3.7894
"Trigg";"Kentucky";4928;1587;73.1;23.5;89.1;4.5629
"Trimble";"Kentucky";2771;879;73.2;23.2;96.4;4.9718
"Trinity";"California";2409;1876;51.1;39.8;87.3;3.689
"Trinity";"Texas";4737;1154;79.2;19.3;84.3;3.4555
"Tripp";"South Dakota";2069;462;78.7;17.6;83.1;3.9324
"Troup";"Georgia";15643;9597;60.6;37.2;61.5;4.1161
"Trousdale";"Tennessee";2099;943;66.8;30;87.1;4.3034
"Trumbull";"Ohio";48152;42130;51.2;44.8;89;4.288
"Tucker";"West Virginia";2557;750;73.8;21.7;98.7;3.7635
"Tulare";"California";33372;23663;55.8;39.6;60.1;4.2708
"Tulsa";"Oklahoma";143985;87663;58.4;35.6;69.2;4.8181
"Tunica";"Mississippi";840;2577;24.3;74.4;23.7;3.1446
"Tuolumne";"California";10614;7075;56.8;37.8;87.2;4.8426
"Turner";"Georgia";2094;1243;61.8;36.7;54.7;2.8326
"Turner";"South Dakota";2937;961;70.8;23.2;97.5;5.1925
"Tuscaloosa";"Alabama";47701;31746;58.4;38.9;66.3;4.5408
"Tuscarawas";"Ohio";26105;11895;65.1;29.7;96.6;4.3739
"Tuscola";"Michigan";17421;7493;66.6;28.6;96.1;4.3039
"Twiggs";"Georgia";2034;1970;50.2;48.6;56.8;3.1234
"Twin Falls";"Idaho";21063;6844;66;21.5;88.9;4.3886
"Tyler";"Texas";6601;1243;82.8;15.6;82.4;3.994
"Tyler";"West Virginia";2967;505;81.9;13.9;99;3.9206
"Tyrrell";"North Carolina";968;705;56.9;41.5;54.5;3.4216
"Uinta";"Wyoming";6154;1202;76.4;14.9;92.4;5.8515
"Uintah";"Utah";9375;951;76.8;7.8;86.6;6.2067
"Ulster";"New York";32962;40010;42.7;51.9;86.7;5.859
"Umatilla";"Oregon";16775;7466;64.2;28.6;79.1;4.8389
"Unicoi";"Tennessee";5666;1260;79.1;17.6;95.8;3.2292
"Union";"Arkansas";10201;5667;62.1;34.5;63.1;3.7435
"Union";"Florida";NA;NA;NA;NA;75;4.266
"Union";"Georgia";9849;1962;81.8;16.3;96.8;4.0009
"Union";"Illinois";5780;2389;67.9;28.1;94.8;4.1848
"Union";"Indiana";2445;715;74.4;21.8;97.5;4.4161
"Union";"Iowa";3521;1920;61;33.3;96.9;4.4838
"Union";"Kentucky";4701;1331;75.7;21.4;85.5;3.9125
"Union";"Louisiana";7972;2691;73.2;24.7;69;3.5828
"Union";"Mississippi";9161;1969;80.5;17.3;81;3.8373
"Union";"New Jersey";62437;132590;31.1;66;61.3;6.8507
"Union";"New Mexico";1214;318;71.5;18.7;81.7;3.8902
"Union";"North Carolina";66265;34051;64;32.9;79;6.5892
"Union";"Ohio";17601;7530;66.3;28.4;92.9;6.5086
"Union";"Oregon";8378;3221;67.2;25.8;93.1;4.2542
"Union";"Pennsylvania";10605;6138;60.9;35.3;87.7;4.8528
"Union";"South Carolina";7058;4727;58.4;39.1;66.6;3.2556
"Union";"South Dakota";5288;2227;67;28.2;95.5;6.3468
"Union";"Tennessee";5024;1010;81;16.3;97.7;3.4399
"Upshur";"Texas";13198;2378;82.9;14.9;85.1;4.66
"Upshur";"West Virginia";6971;1763;75.9;19.2;97.6;3.9381
"Upson";"Georgia";7288;3471;66.7;31.8;68.8;3.5329
"Upton";"Texas";961;284;74.2;21.9;75;5.175
"Utah";"Utah";84863;22934;51.5;13.9;89.4;6.0196
"Uvalde";"Texas";4828;3863;54;43.2;78.1;3.4902
"Val Verde";"Texas";5856;6920;43.5;51.4;85;4.045
"Valencia";"New Mexico";13175;10810;47.9;39.3;73.2;4.2506
"Valley";"Idaho";2906;1913;54.3;35.8;95.8;5.0473
"Valley";"Montana";2697;886;69.6;22.9;87;4.7181
"Valley";"Nebraska";1770;337;81.5;15.5;97.5;4.0445
"Van Buren";"Arkansas";5382;1547;75.6;21.7;96;3.2517
"Van Buren";"Iowa";2524;843;71.6;23.9;98.3;4.3181
"Van Buren";"Michigan";17890;13258;53.9;39.9;86.7;4.5129
"Van Buren";"Tennessee";1820;539;75.3;22.3;98.1;3.3547
"Van Wert";"Ohio";10328;2667;76;19.6;96.6;4.5355
"Van Zandt";"Texas";18436;2792;85;12.9;90.9;4.3439
"Vance";"North Carolina";7304;12168;37;61.6;44.2;3.4987
"Vanderburgh";"Indiana";40422;28296;56.2;39.3;86.2;4.354
"Venango";"Pennsylvania";15254;5889;69;26.7;97.1;4.1977
"Ventura";"California";97516;136848;39.2;55.1;68.7;7.6544
"Vermilion";"Illinois";18582;9876;62.4;33.1;82.5;4.14
"Vermilion";"Louisiana";19807;4745;78.4;18.8;80.9;4.4665
"Vernon";"Louisiana";13471;2665;81;16;75.7;4.6572
"Vernon";"Missouri";6526;1706;76.1;19.9;96.5;3.8679
"Vernon";"Wisconsin";6994;6351;49.3;44.7;97.7;4.5488
"Victoria";"Texas";21253;8843;68.5;28.5;79.5;5.0364
"Vigo";"Indiana";21924;15922;55.4;40.2;88.3;4.0692
"Vilas";"Wisconsin";8169;4769;60.7;35.4;87.1;4.0833
"Vinton";"Ohio";3799;1332;70.4;24.7;97.9;3.6705
"Virginia Beach";"Virginia";84389;76744;49.1;44.7;67.7;6.5219
"Volusia";"Florida";NA;NA;NA;NA;82.5;4.2457
"Wabash";"Illinois";4039;1146;74.8;21.2;96.9;4.7365
"Wabash";"Indiana";9819;3018;73.2;22.5;96.6;4.5286
"Wabasha";"Minnesota";6989;3866;59.4;32.9;96.9;5.3057
"Wabaunsee";"Kansas";2358;773;70.6;23.1;96.5;5.4694
"Wadena";"Minnesota";4837;1684;70.2;24.4;96.7;3.6928
"Wagoner";"Oklahoma";22967;6711;73.5;21.5;75.7;5.5723
"Wahkiakum";"Washington";1135;729;56.7;36.4;94;4.1815
"Wake";"North Carolina";193607;298353;37.9;58.4;66.3;6.6006
"Wakulla";"Florida";NA;NA;NA;NA;82;5.2691
"Waldo";"Maine";10378;10442;45.9;46.1;97.1;4.2221
"Walker";"Alabama";24208;4486;82.8;15.3;91.2;3.7566
"Walker";"Georgia";18938;4213;79.1;17.6;93;3.9963
"Walker";"Texas";12878;6085;65.4;30.9;67.1;3.7617
"Walla Walla";"Washington";6875;4960;54.8;39.5;84.5;4.6597
"Wallace";"Kansas";711;45;91.3;5.8;93.9;4.7454
"Waller";"Texas";10525;5744;63;34.4;58.5;5.0097
"Wallowa";"Oregon";2825;1097;67.6;26.3;96;4.1994
"Walsh";"North Dakota";2991;1166;65.8;25.7;93.5;4.8592
"Walthall";"Mississippi";3374;2475;57.1;41.9;53.4;3.109
"Walton";"Florida";NA;NA;NA;NA;87.8;4.364
"Walton";"Georgia";31093;8279;76.9;20.5;80.1;5.2369
"Walworth";"South Dakota";1896;457;76.5;18.4;82.6;4.1826
"Walworth";"Wisconsin";28848;18706;57;37;91.9;5.402
"Wapello";"Iowa";8710;5591;58.1;37.3;92.1;4.1425
"Ward";"North Dakota";18601;5792;69.2;21.6;90.3;5.658
"Ward";"Texas";2541;780;74.5;22.9;77.2;4.2568
"Ware";"Georgia";8508;3436;70;28.3;66.4;3.4572
"Warren";"Georgia";991;1313;42.5;56.3;36.9;2.7796
"Warren";"Illinois";4267;2983;55.4;38.7;91.3;4.3536
"Warren";"Indiana";2896;839;73.9;21.4;98.3;5.2317
"Warren";"Iowa";14773;10371;54.9;38.5;97.1;6.2535
"Warren";"Kentucky";28673;16966;59.2;35;83.6;4.4135
"Warren";"Mississippi";9420;8518;51.5;46.6;50.3;4.1025
"Warren";"Missouri";11109;3915;70.5;24.8;94.4;5.083
"Warren";"New Jersey";29393;16991;60.7;35.1;90.3;7.0912
"Warren";"New York";14284;11366;51.8;41.2;96.5;5.5904
"Warren";"North Carolina";3302;6668;32.6;65.9;38.8;3.4285
"Warren";"Ohio";75947;33036;66.5;28.9;90.5;7.2487
"Warren";"Pennsylvania";12032;4828;68.3;27.4;98.1;4.3764
"Warren";"Tennessee";9535;3535;70.3;26.1;89.5;3.4641
"Warren";"Virginia";11762;5165;66.1;29;90.9;6.161
"Warrick";"Indiana";19133;9086;64.6;30.7;95;6.2351
"Wasatch";"Utah";5627;2800;50.5;25.1;90.4;6.505
"Wasco";"Oregon";5721;4634;50.8;41.2;86.1;4.3765
"Waseca";"Minnesota";5967;2838;62.3;29.6;93.7;5.3657
"Washakie";"Wyoming";2911;532;78.4;14.3;91.4;4.7104
"Washburn";"Wisconsin";5404;3283;59.7;36.2;96.4;4.1924
"Washington";"Alabama";6031;2366;71;27.9;65.5;4.2156
"Washington";"Arkansas";40418;32296;50.8;40.6;79.9;4.1248
"Washington";"Colorado";2284;289;84.3;10.7;95.3;4.4683
"Washington";"Florida";NA;NA;NA;NA;80.4;3.8501
"Washington";"Georgia";4138;4187;49.1;49.7;45;3.3652
"Washington";"Idaho";3283;776;73.7;17.4;86.6;3.7453
"Washington";"Illinois";5566;1446;75.5;19.6;97.7;5.2832
"Washington";"Indiana";8206;2636;72.4;23.3;98.1;4.1986
"Washington";"Iowa";6170;3938;57;36.4;95.8;5.4554
"Washington";"Kansas";2136;378;79.8;14.1;97.1;4.2515
"Washington";"Kentucky";4013;1420;71.3;25.2;90.8;4.0845
"Washington";"Louisiana";12552;5690;67.4;30.6;66.7;3.1778
"Washington";"Maine";9037;6358;54.6;38.4;92.1;3.7236
"Washington";"Maryland";38842;19193;64;31.6;85.1;5.5609
"Washington";"Minnesota";64429;67086;45.1;47;87.8;8.154
"Washington";"Mississippi";4541;9847;31.2;67.6;27;2.8093
"Washington";"Missouri";7047;1926;75.9;20.8;95.8;3.4702
"Washington";"Nebraska";7374;2606;69.7;24.6;97.2;6.5409
"Washington";"New York";12770;8238;57;36.8;94.6;5.2361
"Washington";"North Carolina";2560;3490;41.9;57.1;46;3.4936
"Washington";"Ohio";19901;7841;68.6;27;96.5;4.2834
"Washington";"Oklahoma";15810;5047;71.2;22.7;78.3;4.8687
"Washington";"Oregon";75903;137818;32.7;59.4;76.6;6.418
"Washington";"Pennsylvania";58941;34436;60.8;35.5;94.1;5.3693
"Washington";"Rhode Island";23886;28430;43;51.1;93.8;7.2138
"Washington";"Tennessee";34179;13003;69.2;26.3;91.6;4.2075
"Washington";"Texas";10944;3381;74.2;22.9;74.2;4.4858
"Washington";"Utah";33472;8369;68.6;17.1;89.7;4.9279
"Washington";"Vermont";7993;18592;27.9;64.9;96.1;5.7281
"Washington";"Virginia";19309;5548;75.1;21.6;97;4.1897
"Washington";"Wisconsin";51729;20854;67.8;27.4;95.8;6.6159
"Washita";"Oklahoma";3851;588;83.2;12.7;88.3;4.6686
"Washoe";"Nevada";94529;97032;45.2;46.4;76.9;5.304
"Washtenaw";"Michigan";50335;128025;26.9;68.4;74.5;5.9055
"Watauga";"North Carolina";13521;13953;47;48.5;94.5;3.4293
"Watonwan";"Minnesota";2768;1814;55.7;36.5;86.9;4.9698
"Waukesha";"Wisconsin";145519;79199;61.6;33.5;93.3;7.585
"Waupaca";"Wisconsin";16013;8303;62.8;32.6;97.1;5.0822
"Waushara";"Wisconsin";7669;3802;64.1;31.8;93.9;4.307
"Wayne";"Georgia";8147;2039;78.5;19.7;74.9;3.583
"Wayne";"Illinois";6963;1048;84.3;12.7;98;4.3605
"Wayne";"Indiana";16028;8322;62.7;32.5;90.2;3.835
"Wayne";"Iowa";2069;719;70.8;24.6;98;4.0024
"Wayne";"Kentucky";6370;1431;79.7;17.9;95.2;2.9497
"Wayne";"Michigan";228313;517022;29.5;66.8;52.3;4.1184
"Wayne";"Mississippi";5957;3493;62.5;36.6;59.3;2.9925
"Wayne";"Missouri";4640;946;80.9;16.5;97.2;3.3159
"Wayne";"Nebraska";2675;828;71.5;22.1;94.7;5.2147
"Wayne";"New York";21935;12378;59.9;33.8;92.9;5.2601
"Wayne";"North Carolina";27360;21520;54.9;43.2;58.8;4.1731
"Wayne";"Ohio";31622;14670;65.1;30.2;95.7;4.9135
"Wayne";"Pennsylvania";15269;6398;68.3;28.6;94.2;4.9313
"Wayne";"Tennessee";5034;717;86.2;12.3;92.3;3.3198
"Wayne";"Utah";959;271;68;19.2;94.8;4.1458
"Wayne";"West Virginia";11077;3334;73.5;22.1;98.6;3.6964
"Waynesboro";"Virginia";4798;3762;52.6;41.3;82.2;4.4847
"Weakley";"Tennessee";9001;2770;74.2;22.8;88.9;3.5273
"Webb";"Texas";12946;42297;22.8;74.4;88;3.9449
"Weber";"Utah";30561;18819;46.8;28.8;85.2;5.4974
"Webster";"Georgia";630;471;56.6;42.3;54;3.5718
"Webster";"Iowa";10049;6293;58.3;36.5;92.3;4.1624
"Webster";"Kentucky";4397;1240;75.7;21.4;91.4;4.1415
"Webster";"Louisiana";11538;6259;63.6;34.5;64.2;3.5071
"Webster";"Mississippi";3949;1001;78.6;19.9;78.7;3.3524
"Webster";"Missouri";12829;3173;76.9;19;96.3;4.4596
"Webster";"Nebraska";1320;306;78.2;18.1;96;4.1045
"Webster";"West Virginia";2284;554;77.3;18.7;98.6;2.7645
"Weld";"Colorado";69308;41721;57;34.3;82.9;5.718
"Wells";"Indiana";9999;2585;76.2;19.7;97.3;4.8136
"Wells";"North Dakota";1793;419;76.2;17.8;98.9;4.4132
"West Baton Rouge";"Louisiana";6926;5382;54.5;42.3;60;5.0926
"West Carroll";"Louisiana";3970;715;83.4;15;81.8;3.3848
"West Feliciana";"Louisiana";3390;2247;58.5;38.8;52;6.1616
"Westchester";"New York";121643;245670;32.1;64.9;68.1;8.1946
"Westmoreland";"Pennsylvania";116427;59506;64.1;32.7;95.3;5.0736
"Westmoreland";"Virginia";4331;3723;52.2;44.9;65.9;4.9157
"Weston";"Wyoming";2898;294;86.9;8.8;95.5;5.5461
"Wetzel";"West Virginia";4461;1348;72.1;21.8;98.7;3.7969
"Wexford";"Michigan";10000;4436;65.4;29;96.5;4.0965
"Wharton";"Texas";10149;4238;69;28.8;72.2;4.0411
"Whatcom";"Washington";34602;50703;37.8;55.3;85.4;5.1939
"Wheatland";"Montana";698;179;74.4;19.1;95.8;3.1867
"Wheeler";"Georgia";1421;646;67.6;30.7;61.3;2.4382
"Wheeler";"Nebraska";377;62;82.1;13.5;98.3;3.8807
"Wheeler";"Oregon";583;153;73.6;19.3;92.4;3.7974
"Wheeler";"Texas";2087;194;90.5;8.4;82.6;5.1766
"White";"Arkansas";21038;5157;75.3;18.5;91.4;4.2487
"White";"Georgia";9751;1672;82.8;14.2;95.1;4.067
"White";"Illinois";5639;1412;77.4;19.4;98.1;4.2914
"White";"Indiana";6813;2563;68.8;25.9;93.9;5.1444
"White";"Tennessee";7657;1842;78.3;18.8;95.7;3.4474
"White Pine";"Nevada";2723;707;72.2;18.7;85.5;4.8586
"Whiteside";"Illinois";12597;11005;50;43.7;92.2;4.7667
"Whitfield";"Georgia";21514;7925;70.9;26.1;76.6;4.0471
"Whitley";"Indiana";11357;3379;73.1;21.8;97.6;5.1914
"Whitley";"Kentucky";11312;2067;82.2;15;97.4;2.9769
"Whitman";"Washington";2596;2866;44.1;48.6;84.6;3.6257
"Wibaux";"Montana";460;55;86.1;10.3;97.6;4.1875
"Wichita";"Kansas";765;139;81.9;14.9;88.3;5.3018
"Wichita";"Texas";27609;8752;72.8;23.1;77.1;4.2971
"Wicomico";"Maryland";20832;16327;53.8;42.2;68.7;5.1092
"Wilbarger";"Texas";3166;807;77.2;19.7;78.2;4.1658
"Wilcox";"Alabama";1737;4329;28.5;71;26.8;2.3642
"Wilcox";"Georgia";2096;852;70.5;28.7;61.7;3.2928
"Wilkes";"Georgia";2569;1844;57.5;41.3;53;2.8983
"Wilkes";"North Carolina";23613;6596;76.6;21.4;90.6;3.3159
"Wilkin";"Minnesota";2129;893;64.9;27.2;97;5.0507
"Wilkinson";"Georgia";2332;1893;54.5;44.3;58.5;3.6173
"Wilkinson";"Mississippi";1305;2826;31.3;67.7;28.7;3.3618
"Will";"Illinois";129726;146230;44.6;50.2;76;7.6147
"Willacy";"Texas";1541;3416;30.3;67.2;85.8;2.5886
"Williams";"North Dakota";10033;1722;80.1;13.7;92.1;7.621
"Williams";"Ohio";11706;4287;69.1;25.3;95.9;4.3089
"Williamsburg";"South Carolina";4863;9949;32.3;66.1;31.8;2.5849
"Williamsburg";"Virginia";1921;5199;25.5;69;74;4.8616
"Williamson";"Illinois";21503;8539;68.4;27.2;92.7;4.3125
"Williamson";"Tennessee";68160;30992;65.1;29.6;89.4;8.9779
"Williamson";"Texas";104029;84252;51.9;42;78.1;7.1803
"Wilson";"Kansas";2747;550;78.9;15.8;95.6;3.8917
"Wilson";"North Carolina";17410;19527;46.3;51.9;52;3.9204
"Wilson";"Tennessee";39304;14356;69.8;25.5;88.9;6.039
"Wilson";"Texas";13991;4790;72.7;24.9;89.1;6.4571
"Winchester";"Virginia";4786;5161;45.3;48.8;74.5;4.42
"Windham";"Connecticut";25732;21767;50.8;42.9;89.6;5.9333
"Windham";"Vermont";5461;14340;25.8;67.8;95.3;5.0234
"Windsor";"Vermont";8604;17544;30.9;63;96.3;5.246
"Winkler";"Texas";1403;420;74.9;22.4;73.7;4.8992
"Winn";"Louisiana";4605;1643;72.3;25.8;66.8;3.4322
"Winnebago";"Illinois";53922;52595;47.7;46.5;77.4;4.7072
"Winnebago";"Iowa";3437;1920;60.1;33.6;96.1;4.5603
"Winnebago";"Wisconsin";43447;37054;50.6;43.1;92.5;5.101
"Winneshiek";"Iowa";5332;5238;47.5;46.7;96.6;5.3122
"Winona";"Minnesota";12122;11366;46.9;44;94.4;4.7468
"Winston";"Alabama";9225;871;90;8.5;95.6;3.29
"Winston";"Mississippi";4874;3778;55.6;43.1;51.9;3.0821
"Wirt";"West Virginia";1903;383;79;15.9;98.5;3.4702
"Wise";"Texas";20655;3412;83.8;13.8;88.7;5.6005
"Wise";"Virginia";11983;2687;79.9;17.9;93;3.6218
"Wolfe";"Kentucky";1804;753;68.5;28.6;98.8;2.2574
"Wood";"Ohio";31734;26440;50.9;42.4;92.8;5.2069
"Wood";"Texas";15681;2624;84.1;14.1;88.7;4.3649
"Wood";"West Virginia";25168;8327;71.4;23.6;96.4;4.2287
"Wood";"Wisconsin";21502;14232;57;37.7;95;4.7685
"Woodbury";"Iowa";24627;16102;57.4;37.5;83.6;4.5856
"Woodford";"Illinois";13180;5068;68;26.1;97.4;6.6639
"Woodford";"Kentucky";7697;4958;56.8;36.6;89.7;5.758
"Woodruff";"Arkansas";1344;1117;52.4;43.5;69.9;2.8259
"Woods";"Oklahoma";2945;521;80.4;14.2;88.4;5.1619
"Woodson";"Kansas";1063;270;74.9;19;95.5;3.3839
"Woodward";"Oklahoma";6329;871;83.6;11.5;86.7;5.1867
"Worcester";"Maryland";15910;8783;62.2;34.3;82;5.7952
"Worcester";"Massachusetts";157138;197126;41.2;51.7;85.6;6.5223
"Worth";"Georgia";6144;2015;74.3;24.4;70.3;3.5792
"Worth";"Iowa";2443;1523;57.9;36.1;97.9;5.0476
"Worth";"Missouri";808;195;77.2;18.6;97.7;3.9348
"Wright";"Iowa";3790;1890;63.7;31.8;94.8;4.5205
"Wright";"Minnesota";43274;20336;62.6;29.4;95;7.1598
"Wright";"Missouri";6703;1166;82.9;14.4;97.2;2.8645
"Wyandot";"Ohio";7346;2484;70.7;23.9;96.9;4.4448
"Wyandotte";"Kansas";15520;29346;32.7;61.8;54.6;3.9402
"Wyoming";"New York";11884;3585;73;22;91.6;5.11
"Wyoming";"Pennsylvania";8375;3573;67.4;28.8;97.4;4.8482
"Wyoming";"West Virginia";6527;1061;83.6;13.6;98.2;3.4454
"Wythe";"Virginia";10044;2765;75.8;20.9;95.1;4.1275
"Yadkin";"North Carolina";13815;3140;79.6;18.1;88.5;4.0371
"Yakima";"Washington";23890;15883;57.3;38.1;63.7;4.3506
"Yalobusha";"Mississippi";3366;2574;55.6;42.5;60.5;3.293
"Yamhill";"Oregon";22589;18635;50.1;41.3;85.4;5.4535
"Yancey";"North Carolina";6367;3181;64.9;32.4;95.2;3.8579
"Yankton";"South Dakota";5654;3301;58.8;34.3;92.8;5.2578
"Yates";"New York";5180;3219;57.7;35.9;97.2;4.9335
"Yavapai";"Arizona";58573;29492;63.5;32;89.3;4.2987
"Yazoo";"Mississippi";4568;5221;46.2;52.8;40;2.6336
"Yell";"Arkansas";4600;1472;71.6;22.9;86.7;3.5535
"Yellow Medicine";"Minnesota";3332;1524;64.1;29.3;93.9;5.251
"Yellowstone";"Montana";38675;21117;59.6;32.5;90.7;5.1342
"Yoakum";"Texas";1797;426;78.2;18.5;74.5;4.934
"Yolo";"California";13178;34460;26;68.1;63.2;5.5918
"York";"Maine";50388;55828;44.2;49;96.4;5.7348
"York";"Nebraska";4686;1181;74.9;18.9;95;4.9633
"York";"Pennsylvania";126933;67428;62.5;33.2;88.5;5.8745
"York";"South Carolina";66245;41230;58.4;36.4;74.8;5.374
"York";"Virginia";18823;12989;55.3;38.1;76.4;8.2073
"Young";"Texas";6587;873;86;11.4;90.3;4.4429
"Yuba";"California";8869;5115;59.4;34.3;68.4;4.4902
"Yuma";"Arizona";20586;18336;50.5;45;70.4;4.1595
"Yuma";"Colorado";3755;701;80.5;15;88.2;4.4308
"Zapata";"Texas";1028;2056;32.8;65.6;93.6;3.1109
"Zavala";"Texas";692;2633;20.4;77.7;88.2;2.5625
"Ziebach";"South Dakota";368;352;48;46;21.8;3.2708
